,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
14,racisme,2.09,(race)>isme>,"(0, 1, 1)",4,43.53,4,75,91,100.85,4,15.3846153846153,2
17,stagiaire,3.29,(stage)>aire>,"(0, 1, 1)",2,8.16,5,50,179,853.76,4,31.2849162011173,2
23,abattage,0.63,(abattre)>age>,"(0, 1, 1)",3,3.95,7,33.3333333333333,201,707.48,3,54.228855721393,2
24,abattement,0.17,(abattre)>ment>,"(0, 1, 1)",3,3.95,7,66.6666666666666,919,5042.80999999999,4,71.70837867247,2
25,abattoir,3.15,(abattre)>oir>,"(0, 1, 1)",3,3.95,7,0,28,113.06,3,28.5714285714285,2
27,abbaye,3.66,(abbé)>aye>,"(0, 1, 1)",2,7.87,4,50,1,3.66,3,0,2
35,aberrations,1.16,(aberr)>ion>,"(0, 1, 1)",2,1.74,5,0,766,3498.54,3,55.2219321148825,2
38,ablations,0.459999999999999,(ablat)>ion>,"(0, 1, 1)",1,0.459999999999999,5,0,766,3498.54,3,74.8041775456919,2
39,ablutions,0.47,(ablut)>ion>,"(0, 1, 1)",1,0.47,5,0,766,3498.54,3,74.0208877284595,2
40,aboiements,1.35,(aboyer)>ment>,"(0, 1, 1)",2,4.26,6,50,919,5042.80999999999,4,34.4940152339499,2
42,abominables,5.4,(abominer)>able>,"(0, 1, 1)",3,7.33,8,0,313,1042.69,4,11.8210862619808,2
43,abominations,1.93,(abominer)>ion>,"(0, 1, 1)",3,7.33,8,33.3333333333333,766,3498.54,3,42.9503916449086,2
44,abondante,1.33,(abonder)>ant/ent>,"(0, 1, 1)",5,4.59,7,20,522,3302.43999999999,7,41.1877394636015,2
50,aboyeurs,0.01,(aboi)>eur>,"(0, 1, 1)",4,4.14,4,75,501,2127.06,3,90.4191616766467,2
58,absence,22.86,(absent)>nce>,"(0, 1, 1)",3,45.23,6,0,213,1491.29,3,9.38967136150234,2
67,absorbante,0.04,(absorber)>ant/ent>,"(0, 1, 1)",3,6.57,8,66.6666666666666,522,3302.43999999999,7,85.4406130268199,2
73,abstractions,0.69,(abstrait)>ion>,"(0, 1, 1)",2,3.05,8,50,766,3498.54,3,66.710182767624,2
83,académiques,1.41,(académie)>ique>,"(0, 1, 1)",2,11.44,8,50,281,852.449999999999,4,39.5017793594306,2
86,accablante,1.13,(accabler)>ant/ent>,"(0, 1, 1)",3,7.05,8,33.3333333333333,522,3302.43999999999,7,43.4865900383141,2
124,acuité,0.56,(acu)>ité>,"(0, 1, 1)",2,0.67,3,0,334,1491.88,3,62.8742514970059,2
132,adjacent,0.16,(adjac)>ant/ent>,"(0, 1, 1)",1,0.16,5,0,522,3302.43999999999,7,75.4789272030651,2
163,agences,23.4,(agir)>nce>,"(0, 1, 1)",9,263.19,4,33.3333333333333,213,1491.29,3,8.92018779342723,2
164,agenda,5.69,(agir)>enda>,"(0, 1, 1)",9,263.19,4,44.4444444444444,1,5.69,4,0,2
165,agent,117.42,(agir)>ant/ent>,"(0, 1, 1)",9,263.19,4,0,522,3302.43999999999,7,1.14942528735632,2
168,agile,2.16,(agir)>il>,"(0, 1, 1)",9,263.19,4,55.5555555555555,14,12.29,2,7.14285714285714,2
193,aimants,38.82,(aimer)>ant/ent>,"(0, 1, 1)",7,1744.53,5,14.2857142857142,522,3302.43999999999,7,3.44827586206896,2
246,altercation,1.12,(altercat)>ion>,"(0, 1, 1)",1,1.12,8,0,766,3498.54,3,56.1357702349869,2
247,aluminium,2.38,(alumin)>ium>,"(0, 1, 1)",1,2.38,6,0,4,6.47999999999999,3,0,2
253,amateur,16.4,(aimer)>eur>,"(0, 1, 1)",7,1744.53,5,42.8571428571428,501,2127.06,3,5.78842315369261,2
258,ambiance,12.33,(ambiant)>nce>,"(0, 1, 1)",2,13.03,7,0,213,1491.29,3,15.4929577464788,2
277,amical,9.95999999999999,(ami)>al>,"(0, 1, 1)",5,862.56,3,40,200,1125.04,2,12,2
286,amitié,36.69,(ami)>é>,"(0, 1, 1)",5,862.56,3,20,57,846.24,1,8.7719298245614,2
297,anal,1.43,(anus)>al>,"(0, 1, 1)",2,3.05999999999999,4,50,200,1125.04,2,43,2
329,annales,0.78,(an)>al>,"(0, 1, 1)",7,1293.42,2,85.7142857142857,200,1125.04,2,53.5,2
332,années,316.25,(an)>é>,"(0, 1, 1)",7,1293.42,2,14.2857142857142,57,846.24,1,0,2
335,annuaire,4.43,(an)>aire>,"(0, 1, 1)",7,1293.42,2,57.1428571428571,179,853.76,4,21.7877094972067,2
349,antérieur,3.82,(antér)>eur>,"(0, 1, 1)",2,4.18,5,0,501,2127.06,3,20.3592814371257,2
377,appartement,76.33,(appart)>ment>,"(0, 1, 1)",2,76.92,6,0,919,5042.80999999999,4,0.979325353645266,2
388,apprenti,1.96,(apprendre)>i>,"(0, 1, 1)",5,352.949999999999,9,20,2,9.2,1,50,2
389,apprentis,0.31,(apprendre)>is>,"(0, 1, 1)",5,352.949999999999,9,60,22,19.93,2,59.090909090909,2
397,aquarelle,0.23,(aqua)>elle>,"(0, 1, 1)",4,4.74,4,50,13,16.5,4,69.2307692307692,2
399,aquarium,3.94,(aqua)>rium>,"(0, 1, 1)",4,4.74,4,0,1,3.94,4,0,2
404,arabesques,0.02,(arabe)>esque>,"(0, 1, 1)",2,23.3,5,50,6,5.77,5,50,2
413,arcade,1.26,(arc)>ade>,"(0, 1, 1)",4,6.67,3,25,43,65.47,3,23.2558139534883,2
415,arceaux,0.03,(arc)>eau>,"(0, 1, 1)",4,6.67,3,75,29,436.9,3,93.103448275862,2
417,archer,3.77,(arche)>er>,"(0, 1, 1)",11,19.21,5,9.09090909090909,37,316.04,2,35.1351351351351,2
420,archet,0.46,(arche)>et>,"(0, 1, 1)",11,19.21,5,63.6363636363636,75,229.51,2,53.3333333333333,2
435,argument,9.58,(arguer)>ment>,"(0, 1, 1)",2,9.66,6,0,919,5042.80999999999,4,8.9227421109902,2
440,armada,1.04,(arme)>ada>,"(0, 1, 1)",11,394.989999999999,4,45.4545454545454,1,1.04,3,0,2
444,armoiries,0.35,(armoire)>ie>,"(0, 1, 1)",2,10.13,7,50,59,435.78,2,88.1355932203389,2
445,armure,6,(arme)>ure>,"(0, 1, 1)",11,394.989999999999,4,18.1818181818181,122,595.65,3,20.4918032786885,2
457,arthrite,1.75,(arthr)>ite>,"(0, 1, 1)",1,1.75,5,0,18,30.57,3,27.7777777777777,2
464,artisan,3.09,(art)>an>,"(0, 1, 1)",4,132.7,3,75,5,29.2899999999999,2,40,2
507,attirail,1.52,(attirer)>ail>,"(0, 1, 1)",5,68.6,7,80,8,29.13,3,62.5,2
508,attirante,5.83,(attirer)>ant/ent>,"(0, 1, 1)",5,68.6,7,40,522,3302.43999999999,7,16.2835249042145,2
528,audience,14.01,(audio)>nce>,"(0, 1, 1)",9,39.35,5,0,213,1491.29,3,14.0845070422535,2
530,audimat,1.37,(audio)>mat>,"(0, 1, 1)",9,39.35,5,55.5555555555555,1,1.37,3,0,2
544,auriculaires,0.62,(auricul)>aire>,"(0, 1, 1)",1,0.62,7,0,179,853.76,4,68.1564245810055,2
581,avarice,1.18,(avare)>ice>,"(0, 1, 1)",2,4.51,5,50,17,312.58,3,64.7058823529411,2
654,baïonnette,2.33,(bayonne)>ette>,"(0, 1, 1)",1,2.33,7,0,110,295.429999999999,4,24.5454545454545,2
656,baisers,11.25,(baiser)>er>,"(0, 1, 1)",1,11.25,6,0,37,316.04,2,16.2162162162162,2
670,ballant,0.33,(baller)>ant/ent>,"(0, 1, 1)",2,0.77,6,50,522,3302.43999999999,7,65.5172413793103,2
674,ballerine,1.23,(ballet)>erine>,"(0, 1, 1)",2,9.89,6,50,1,1.23,5,0,2
678,ballot,1.45,(balle)>ot>,"(0, 1, 1)",12,185.73,5,58.3333333333333,32,58.0999999999999,2,37.5,2
680,balluchon,0.16,(balle)>uchon>,"(0, 1, 1)",12,185.73,5,83.3333333333333,1,0.16,5,0,2
685,balustrade,0.61,(balustre)>ade>,"(0, 1, 1)",1,0.61,8,0,43,65.47,3,44.1860465116279,2
700,banderole,1.34,(bande)>ole>,"(0, 1, 1)",8,96.2699999999999,5,37.5,7,10.76,3,28.5714285714285,2
757,batailles,3.71,(battre)>aille>,"(0, 1, 1)",12,253.13,6,50,23,42.56,5,13.0434782608695,2
765,bauxite,0.18,(baux)>ite>,"(0, 1, 1)",1,0.18,4,0,18,30.57,3,83.3333333333333,2
797,bénéfique,1.43,(bénéfice)>ique>,"(0, 1, 1)",4,13.0699999999999,8,50,281,852.449999999999,4,39.1459074733096,2
805,benzène,0.12,(benz)>ène>,"(0, 1, 1)",1,0.12,4,0,3,1.21,3,66.6666666666666,2
812,berger,11.83,(berg)>er>,"(0, 1, 1)",1,11.83,4,0,37,316.04,2,13.5135135135135,2
827,bétail,9.69,(beta)>ail>,"(0, 1, 1)",5,14.9699999999999,4,0,8,29.13,3,0,2
860,billard,7.56,(bille)>ard>,"(0, 1, 1)",2,12.76,5,0,52,113.07,3,5.76923076923076,2
875,bisou,18.39,(bise)>ou>,"(0, 1, 1)",2,24.89,4,0,1,18.39,2,0,2
891,blaireau,4.14,(blair)>eau>,"(0, 1, 1)",1,4.14,5,0,29,436.9,3,37.9310344827586,2
958,bosquet,0.79,(boire)>et>,"(0, 1, 1)",17,647.84,5,47.0588235294117,75,229.51,2,38.6666666666666,2
982,boulon,2.71999999999999,(boule)>on>,"(0, 1, 1)",10,45.03,5,30,109,331.19,2,26.6055045871559,2
1001,bourguignon,0.26,(bourgogne)>non>,"(0, 1, 1)",2,0.77,9,50,1,0.26,3,0,2
1005,bourreau,9.83,(bourrer)>eau>,"(0, 1, 1)",6,43.17,7,16.6666666666666,29,436.9,3,13.7931034482758,2
1022,bowling,0,(bowl)>ing>,"(0, 1, 1)",1,0,4,0,20,68.61,3,95,2
1027,bracelet,13.44,(brac)>et>,"(0, 1, 1)",1,13.44,4,0,75,229.51,2,5.33333333333333,2
1069,brochet,0.44,(broche)>et>,"(0, 1, 1)",5,10.2,6,60,75,229.51,2,54.6666666666666,2
1095,building,2.01,(build)>ing>,"(0, 1, 1)",1,2.01,5,0,20,68.61,3,60,2
1159,cafétéria,4.08,(café)>éria>,"(0, 1, 1)",3,184.1,4,33.3333333333333,1,4.08,4,0,2
1161,cageots,1.21,(cage)>ot>,"(0, 1, 1)",2,19.51,4,50,32,58.0999999999999,2,43.75,2
1164,cagneuse,0.01,(cagne)>euse>,"(0, 1, 1)",1,0.01,5,0,14,20.61,4,92.8571428571428,2
1188,calendrier,6.19,(calendes)>ier>,"(0, 1, 1)",1,6.19,8,0,181,847.1,3,13.8121546961325,2
1240,candélabre,0.5,(chandelle)>abre>,"(0, 1, 1)",3,7.35,9,66.6666666666666,1,0.5,4,0,2
1246,candide,0.89,(candeur)>ide>,"(0, 1, 1)",2,2.16,7,50,9,29.06,3,55.5555555555555,2
1264,cantatrice,21.72,(chant)>eur>,"(0, 1, 1)",7,223.499999999999,5,28.5714285714285,501,2127.06,3,4.19161676646706,2
1267,cantique,1.67,(chant)>ique>,"(0, 1, 1)",7,223.499999999999,5,85.7142857142857,281,852.449999999999,4,34.1637010676156,2
1280,capeline,0.1,(cape)>ine>,"(0, 1, 1)",2,6.35,4,50,25,56.3199999999999,3,84,2
1326,cargo,5.17,(charge)>o>,"(0, 1, 1)",12,183.5,6,41.6666666666666,15,64.91,1,33.3333333333333,2
1330,carnassiers,0.04,(carni)>ier>,"(0, 1, 1)",8,13.1299999999999,5,75,181,847.1,3,88.3977900552486,2
1343,carriole,1.42,(car)>ole>,"(0, 1, 1)",3,255.79,3,66.6666666666666,7,10.76,3,14.2857142857142,2
1364,casiers,1.98,(case)>ier>,"(0, 1, 1)",3,7.71999999999999,4,33.3333333333333,181,847.1,3,31.4917127071823,2
1371,casseurs,1.39,(casser)>eur>,"(0, 1, 1)",9,197.47,6,11.1111111111111,501,2127.06,3,41.7165668662674,2
1376,casting,2.99,(cast)>ing>,"(0, 1, 1)",1,2.99,4,0,20,68.61,3,45,2
1393,caucasienne,0.23,(caucase)>ien>,"(0, 1, 1)",1,0.23,7,0,66,291.01,3,62.1212121212121,2
1398,cavalcade,0.23,(cheval)>ade>,"(0, 1, 1)",6,166.91,6,66.6666666666666,43,65.47,3,58.1395348837209,2
1401,caveau,1.99,(cave)>eau>,"(0, 1, 1)",4,27.26,4,25,29,436.9,3,62.0689655172413,2
1414,céleste,6.47,(cél)>este>,"(0, 1, 1)",1,6.47,3,0,1,6.47,4,0,2
1428,cendrillon,0.02,(cendre)>illon>,"(0, 1, 1)",4,21.5699999999999,6,50,4,0.62,5,50,2
1430,centime,7.13,(cent)>ime>,"(0, 1, 1)",8,104.1,4,25,2,9.5,3,0,2
1484,champêtre,0.47,(champ)>être>,"(0, 1, 1)",4,58.2399999999999,5,25,1,0.47,4,0,2
1485,champêtres,0.23,(champ)>êtres>,"(0, 1, 1)",4,58.2399999999999,5,75,1,0.23,5,0,2
1498,changeante,0.39,(changer)>ant/ent>,"(0, 1, 1)",6,526.87,7,66.6666666666666,522,3302.43999999999,7,63.2183908045977,2
1500,changements,37.7,(changer)>ment>,"(0, 1, 1)",6,526.87,7,33.3333333333333,919,5042.80999999999,4,2.72034820457018,2
1579,chevalet,0.52,(cheval)>et>,"(0, 1, 1)",6,166.91,6,50,75,229.51,2,48,2
1591,chevron,1.35999999999999,(chèvre)>on>,"(0, 1, 1)",7,16.87,6,14.2857142857142,109,331.19,2,44.0366972477064,2
1668,circonspection,0.04,(circonspect)>ion>,"(0, 1, 1)",1,0.04,11,0,766,3498.54,3,92.6892950391644,2
1676,citadelle,0.98,(cité)>elle>,"(0, 1, 1)",3,21.65,4,33.3333333333333,13,16.5,4,38.4615384615384,2
1678,citadins,0.58,(cité)>in>,"(0, 1, 1)",3,21.65,4,66.6666666666666,30,109.48,2,46.6666666666666,2
1691,civique,2.97,(civil)>ique>,"(0, 1, 1)",7,57.42,5,42.8571428571428,281,852.449999999999,4,24.1992882562277,2
1718,clémence,3.44,(clément)>nce>,"(0, 1, 1)",2,5.93999999999999,7,0,213,1491.29,3,30.0469483568075,2
1768,cocotiers,0.35,(coco)>ier>,"(0, 1, 1)",2,7.09,4,50,181,847.1,3,66.2983425414364,2
1778,cognitives,0.14,(cognition)>if>,"(0, 1, 1)",1,0.14,9,0,168,409.409999999999,2,73.2142857142857,2
1779,cohérence,0.46,(cohérent)>nce>,"(0, 1, 1)",5,4.32,8,80,213,1491.29,3,69.9530516431924,2
1782,cohésion,0.47,(cohérent)>ion>,"(0, 1, 1)",5,4.32,8,60,766,3498.54,3,74.0208877284595,2
1829,comique,10.03,(comédie)>ique>,"(0, 1, 1)",3,41.06,7,33.3333333333333,281,852.449999999999,4,5.33807829181494,2
1833,commando,5.39,(commande)>o>,"(0, 1, 1)",10,198.59,8,40,15,64.91,1,20,2
1857,compagnies,73.78,(compagne)>ie>,"(0, 1, 1)",7,208.42,8,14.2857142857142,59,435.78,2,1.69491525423728,2
1866,compétence,5.98,(compétent)>nce>,"(0, 1, 1)",4,15.77,9,25,213,1491.29,3,22.5352112676056,2
1885,comptine,1.73,(compter)>ine>,"(0, 1, 1)",6,145.92,7,83.3333333333333,25,56.3199999999999,3,24,2
1888,comté,10.96,(comte)>é>,"(0, 1, 1)",4,38.74,5,50,57,846.24,1,15.7894736842105,2
1896,concerto,1.56,(concert)>o>,"(0, 1, 1)",5,35.0199999999999,7,20,15,64.91,1,73.3333333333333,2
1901,conciliabule,0.28,(concile)>abule>,"(0, 1, 1)",10,10.93,7,60,1,0.28,5,0,2
1911,concupiscence,0.38,(concupiscent)>nce>,"(0, 1, 1)",1,0.38,12,0,213,1491.29,3,74.1784037558685,2
1912,concurrence,6.01,(concours)>nce>,"(0, 1, 1)",5,37.62,8,40,213,1491.29,3,22.0657276995305,2
1913,concurrent,6.83,(concours)>ant/ent>,"(0, 1, 1)",5,37.62,8,20,522,3302.43999999999,7,14.1762452107279,2
1930,confidence,166.15,(confier)>nce>,"(0, 1, 1)",4,219.66,7,0,213,1491.29,3,0,2
1932,confident,6.05,(confier)>ant/ent>,"(0, 1, 1)",4,219.66,7,75,522,3302.43999999999,7,15.1340996168582,2
1957,conscience,45.53,(conscient)>nce>,"(0, 1, 1)",9,83.03,9,0,213,1491.29,3,2.34741784037558,2
1962,consécutif,0.58,(conséquent)>if>,"(0, 1, 1)",5,26.09,10,40,168,409.409999999999,2,54.1666666666666,2
1968,conséquence,19.27,(conséquent)>nce>,"(0, 1, 1)",5,26.09,10,0,213,1491.29,3,10.3286384976525,2
1973,constance,0.96,(constant)>nce>,"(0, 1, 1)",4,17.07,8,50,213,1491.29,3,55.8685446009389,2
1983,container,2.09,(contain)>er>,"(0, 1, 1)",1,2.09,7,0,37,316.04,2,59.4594594594594,2
1990,contingences,0.04,(contingent)>nce>,"(0, 1, 1)",2,0.92,10,50,213,1491.29,3,92.4882629107981,2
1996,contraire,69.03,(contre)>aire>,"(0, 1, 1)",6,428.63,6,16.6666666666666,179,853.76,4,0.558659217877094,2
2004,convalescence,1.65,(convalescent)>nce>,"(0, 1, 1)",2,2.01,12,0,213,1491.29,3,45.0704225352112,2
2031,coquille,4.92,(coque)>ille>,"(0, 1, 1)",4,10.91,5,25,6,12.5099999999999,4,0,2
2096,coudées,0.1,(coude)>é>,"(0, 1, 1)",5,11.1399999999999,5,60,57,846.24,1,75.438596491228,2
2152,cradingue,0.12,(crade)>ingue>,"(0, 1, 1)",3,1.48,5,66.6666666666666,3,0.33,5,33.3333333333333,2
2266,cyanure,2.23,(cyan)>ure>,"(0, 1, 1)",1,2.23,4,0,122,595.65,3,31.9672131147541,2
2309,décence,2.92,(décent)>nce>,"(0, 1, 1)",5,11.29,6,20,213,1491.29,3,32.8638497652582,2
2353,déjections,0.16,(déjecter)>ion>,"(0, 1, 1)",1,0.16,8,0,766,3498.54,3,86.0313315926893,2
2370,démence,2.75,(démie)>nce>,"(0, 1, 1)",2,11.8,5,50,213,1491.29,3,34.2723004694835,2
2465,difficulté,15.75,(difficile)>ité>,"(0, 1, 1)",3,170.05,9,33.3333333333333,334,1491.88,3,5.68862275449101,2
2490,directeurs,79.88,(diriger)>eur>,"(0, 1, 1)",10,197.22,7,0,501,2127.06,3,0.399201596806387,2
2535,dividende,0.03,(diviser)>ende>,"(0, 1, 1)",5,25.8999999999999,7,80,1,0.03,4,0,2
2563,doléances,0.46,(douleur)>nce>,"(0, 1, 1)",9,106.699999999999,7,55.5555555555555,213,1491.29,3,69.9530516431924,2
2654,échéance,2.46999999999999,(échoir)>nce>,"(0, 1, 1)",2,2.78,6,0,213,1491.29,3,37.0892018779342,2
2690,écusson,0.37,(écu)>on>,"(0, 1, 1)",2,1.48,3,50,109,331.19,2,66.9724770642201,2
2695,édifice,3.24,(édifier)>ice>,"(0, 1, 1)",4,4.8,7,0,17,312.58,3,41.1764705882352,2
2701,efficace,14.54,(effet)>ace>,"(0, 1, 1)",7,152.899999999999,5,14.2857142857142,15,28.65,3,0,2
2725,électrique,28.5699999999999,(électr)>ique>,"(0, 1, 1)",8,53.5799999999999,6,0,281,852.449999999999,4,1.06761565836298,2
2727,électrons,0.83,(électr)>on>,"(0, 1, 1)",8,53.5799999999999,6,62.5,109,331.19,2,55.045871559633,2
2728,élégance,4.18,(élégant)>nce>,"(0, 1, 1)",3,15.14,7,33.3333333333333,213,1491.29,3,27.2300469483568,2
2749,éloquence,1.3,(éloquent)>nce>,"(0, 1, 1)",2,2.19,8,0,213,1491.29,3,51.1737089201877,2
2769,éminence,1.18,(éminent)>nce>,"(0, 1, 1)",4,3.83999999999999,7,25,213,1491.29,3,54.4600938967136,2
2774,émissaire,4.05,(émettre)>aire>,"(0, 1, 1)",4,47.78,7,50,179,853.76,4,26.2569832402234,2
2779,empereur,28.51,(empire)>eur>,"(0, 1, 1)",5,59.99,6,0,501,2127.06,3,3.19361277445109,2
2810,enfance,32.7,(enfant)>nce>,"(0, 1, 1)",7,776.93,6,14.2857142857142,213,1491.29,3,5.16431924882629,2
2831,enthousiaste,5.11,(enthousiasme)>aste>,"(0, 1, 1)",3,13.4,12,33.3333333333333,3,8.28,4,0,2
2926,espagnole,39.3799999999999,(espagne)>ol>,"(0, 1, 1)",1,39.3799999999999,7,0,1,39.3799999999999,2,0,2
3048,évidence,11.47,(évident)>nce>,"(0, 1, 1)",3,72.47,7,66.6666666666666,213,1491.29,3,15.9624413145539,2
3060,excellence,22.73,(exceller)>nce>,"(0, 1, 1)",3,100.92,8,33.3333333333333,213,1491.29,3,9.85915492957746,2
3061,excellent,77.2599999999999,(exceller)>ant/ent>,"(0, 1, 1)",3,100.92,8,0,522,3302.43999999999,7,1.53256704980842,2
3078,exercice,22.66,(exerc)>ice>,"(0, 1, 1)",1,22.66,5,0,17,312.58,3,17.6470588235294,2
3111,exutoire,0.67,(exut)>oire>,"(0, 1, 1)",1,0.67,4,0,47,114.259999999999,4,53.1914893617021,2
3160,famélique,0.32,(faim)>ique>,"(0, 1, 1)",4,160.429999999999,4,75,281,852.449999999999,4,70.8185053380783,2
3162,fameuse,18.68,(faim)>eux>,"(0, 1, 1)",4,160.429999999999,4,25,271,1027.7,3,4.7970479704797,2
3179,fantastique,35.9599999999999,(fantaisie)>ique>,"(0, 1, 1)",3,43.26,9,0,281,852.449999999999,4,0.711743772241992,2
3227,feeling,1.3,(feel)>ing>,"(0, 1, 1)",1,1.3,4,0,20,68.61,3,70,2
3228,féerie,0.46,(fée)>erie>,"(0, 1, 1)",3,16.19,3,33.3333333333333,109,267.479999999999,4,63.3027522935779,2
3265,festin,4.5,(fête)>in>,"(0, 1, 1)",7,204.22,4,28.5714285714285,30,109.48,2,6.66666666666666,2
3269,festons,0.14,(fête)>on>,"(0, 1, 1)",7,204.22,4,85.7142857142857,109,331.19,2,77.0642201834862,2
3270,fêtards,0.42,(fête)>ard>,"(0, 1, 1)",7,204.22,4,57.1428571428571,52,113.07,3,53.8461538461538,2
3274,feuillages,1.68,(feuille)>age>,"(0, 1, 1)",11,55.45,7,36.3636363636363,201,707.48,3,31.3432835820895,2
3304,filins,0.44,(fil)>in>,"(0, 1, 1)",16,148.79,3,50,30,109.48,2,53.3333333333333,2
3307,filleul,2.42,(fille)>eul>,"(0, 1, 1)",3,857.24,5,66.6666666666666,1,2.42,3,0,2
3321,fioritures,0.24,(fior)>ure>,"(0, 1, 1)",1,0.24,4,0,122,595.65,3,73.7704918032786,2
3328,fiston,30.38,(fils)>on>,"(0, 1, 1)",2,527.97,4,50,109,331.19,2,0.91743119266055,2
3338,flambantes,0,(flamber)>ant/ent>,"(0, 1, 1)",7,10,7,85.7142857142857,522,3302.43999999999,7,93.2950191570881,2
3340,flammèches,0.02,(flamme)>èche>,"(0, 1, 1)",4,35.05,6,50,1,0.02,4,0,2
3375,fluide,5,(flux)>ide>,"(0, 1, 1)",12,12.32,4,0,9,29.06,3,11.1111111111111,2
3389,folies,52.39,(fou)>ie>,"(0, 1, 1)",7,615.39,3,14.2857142857142,59,435.78,2,5.08474576271186,2
3406,forcené,0.77,(force)>ené>,"(0, 1, 1)",7,253.5,5,71.4285714285714,1,0.77,3,0,2
3407,forcenée,0.03,(force)>enée>,"(0, 1, 1)",7,253.5,5,85.7142857142857,1,0.03,4,0,2
3443,fourrages,0.64,(fourr)>age>,"(0, 1, 1)",5,4.27,5,40,201,707.48,3,53.731343283582,2
3477,fréquence,10.12,(fréquent)>nce>,"(0, 1, 1)",6,35.23,8,33.3333333333333,213,1491.29,3,18.3098591549295,2
3489,frigide,0.73,(froid)>ide>,"(0, 1, 1)",11,194.89,5,72.7272727272727,9,29.06,3,66.6666666666666,2
3490,frigo,19.07,(froid)>o>,"(0, 1, 1)",11,194.89,5,9.09090909090909,15,64.91,1,0,2
3491,frimas,1.84,(frime)>[VB]>,"(0, 1, 1)",3,5.37,5,33.3333333333333,1600,25208.9699999999,2,41.4375,2
3521,fugitifs,6.49,(fugue)>if>,"(0, 1, 1)",5,13.34,5,0,168,409.409999999999,2,12.5,2
3537,furibard,0.17,(fur)>ibard>,"(0, 1, 1)",4,36.0599999999999,3,75,1,0.17,5,0,2
3566,gâchette,4.89,(gâcher)>ette>,"(0, 1, 1)",3,56.65,6,66.6666666666666,110,295.429999999999,4,14.5454545454545,2
3600,gambettes,0.31,(gamb)>ette>,"(0, 1, 1)",1,0.31,4,0,110,295.429999999999,4,63.6363636363636,2
3615,gantée,0.02,(gant)>[VB]>,"(0, 1, 1)",2,25.04,4,50,1600,25208.9699999999,2,83.4375,2
3626,garnitures,1.03,(garn)>ure>,"(0, 1, 1)",2,1.57,4,0,122,595.65,3,50,2
3634,gâteries,1.33999999999999,(gât)>erie>,"(0, 1, 1)",2,3.46999999999999,3,50,109,267.479999999999,4,30.2752293577981,2
3665,genèse,0.15,(gen)>èse>,"(0, 1, 1)",1,0.15,3,0,1,0.15,3,0,2
3666,génétiques,1.74,(gène)>étique>,"(0, 1, 1)",19,41.24,4,26.3157894736842,3,13.49,6,66.6666666666666,2
3707,gisants,0,(gésir)>ant/ent>,"(0, 1, 1)",2,1.86,5,50,522,3302.43999999999,7,93.2950191570881,2
3716,gladiateur,2.84,(gladi)>eur>,"(0, 1, 1)",1,2.84,5,0,501,2127.06,3,26.3473053892215,2
3730,globules,2.88,(globe)>ule>,"(0, 1, 1)",5,11.41,5,40,11,6.53,3,0,2
3737,glycérine,1.04,(glycér)>ine>,"(0, 1, 1)",2,1.83,6,0,25,56.3199999999999,3,48,2
3738,glycine,0.26,(glyc)>ine>,"(0, 1, 1)",1,0.26,4,0,25,56.3199999999999,3,64,2
3776,goupillon,0.16,(goupille)>on>,"(0, 1, 1)",2,0.22,8,0,109,331.19,2,74.3119266055045,2
3808,grandiose,4.69,(grand)>ose>,"(0, 1, 1)",9,822.46,5,44.4444444444444,9,12.7,3,0,2
3827,gravillons,0.1,(gravier)>on>,"(0, 1, 1)",2,2.42,7,50,109,331.19,2,80.7339449541284,2
3867,grutiers,0,(grue)>ier>,"(0, 1, 1)",2,4.76,4,50,181,847.1,3,95.0276243093922,2
3928,hallucinée,0.12,(halluciner)>[VB]>,"(0, 1, 1)",4,11.4899999999999,10,75,1600,25208.9699999999,2,74.3125,2
3978,hennissements,0.44,(hennir)>ment>,"(0, 1, 1)",1,0.44,6,0,919,5042.80999999999,4,57.9978237214363,2
4040,horizontal,2.85,(horizon)>al>,"(0, 1, 1)",3,12.04,7,33.3333333333333,200,1125.04,2,30,2
4051,horrible,67.2299999999999,(horreur)>able>,"(0, 1, 1)",5,117.509999999999,7,0,313,1042.69,4,0.638977635782747,2
4100,hypocrisie,4.06,(hypocrite)>ie>,"(0, 1, 1)",3,14.43,9,33.3333333333333,59,435.78,2,27.1186440677966,2
4122,îlot,1.2,(île)>ot>,"(0, 1, 1)",4,60.43,3,25,32,58.0999999999999,2,46.875,2
4146,impérieuse,0.41,(impératif)>eux>,"(0, 1, 1)",2,2.48,9,50,271,1027.7,3,58.3025830258302,2
4184,infantile,2.57,(enfant)>il>,"(0, 1, 1)",7,776.93,6,42.8571428571428,14,12.29,2,0,2
4230,insurrection,1.39,(insurger)>ion>,"(0, 1, 1)",3,2,8,0,766,3498.54,3,50.9138381201044,2
4236,intello,3.12,(intellect)>o>,"(0, 1, 1)",8,93.08,9,37.5,15,64.91,1,40,2
4249,internats,2.37,(interne)>at>,"(0, 1, 1)",4,27.85,7,50,36,166.91,2,27.7777777777777,2
4269,invocation,0.55,(invoquer)>ion>,"(0, 1, 1)",2,6.53,8,50,766,3498.54,3,70.7571801566579,2
