,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,n_morphemes
22177,engourdi,2.36999999999999,<en<(gourdir),"(1, 1, 0)",218,2094.69,2,32.1100917431192,2,2.80999999999999,7,0,2
22183,engourdissant,0,<en<(gourdissant),"(1, 1, 0)",218,2094.69,2,90.3669724770642,1,0,11,0,2
22185,engrais,3.35,<en<(graisse),"(1, 1, 0)",218,2094.69,2,27.5229357798165,6,14.58,7,16.6666666666666,2
22204,enhardies,0.01,<en<(hardi),"(1, 1, 0)",218,2094.69,2,86.2385321100917,5,4.04,5,80,2
22224,enjeu,3.52,<en<(jeu),"(1, 1, 0)",218,2094.69,2,27.0642201834862,2,160.31,3,50,2
22225,enjeux,1.16,<en<(jeux),"(1, 1, 0)",218,2094.69,2,45.8715596330275,2,34.8099999999999,4,50,2
22227,enjoint,0.2,<en<(joindre),"(1, 1, 0)",218,2094.69,2,67.8899082568807,17,174.299999999999,7,88.235294117647,2
22229,enjoué,1.46,<en<(jouer),"(1, 1, 0)",218,2094.69,2,40.8256880733944,8,627.449999999999,5,62.5,2
22232,enlaça,2.58,<en<(lacer),"(1, 1, 0)",218,2094.69,2,30.7339449541284,5,7.24,5,20,2
22239,enleva,171.09,<en<(lever),"(1, 1, 0)",218,2094.69,2,0.91743119266055,10,432.67,5,0,2
22283,enquérir,0.88,<en<(quérir),"(1, 1, 0)",218,2094.69,2,50.4587155963302,5,7.43,6,20,2
22299,enraye,0.3,<en<(rayer),"(1, 1, 0)",218,2094.69,2,62.8440366972477,3,10.3999999999999,5,66.6666666666666,2
22351,enserra,0.06,<en<(serrer),"(1, 1, 0)",218,2094.69,2,77.5229357798165,7,71.78,6,57.1428571428571,2
22366,ensuite,127.92,<en<(suite),"(1, 1, 0)",218,2094.69,2,1.8348623853211,1,127.92,5,0,2
22367,ensuivit,0.15,<en<(suivre),"(1, 1, 0)",218,2094.69,2,70.6422018348623,6,677.169999999999,6,66.6666666666666,2
22368,entaille,2.12,<en<(taille),"(1, 1, 0)",218,2094.69,2,33.0275229357798,7,69.99,6,42.8571428571428,2
22440,entête,0.38,<en<(tête),"(1, 1, 0)",218,2094.69,2,61.4678899082568,8,486.88,4,50,2
22474,entracte,1.59,<entre<(acte),"(1, 1, 0)",29,18.95,5,13.7931034482758,23,301.26,4,56.5217391304347,2
22476,entraide,1.42,<entre<(aide),"(1, 1, 0)",29,18.95,5,17.2413793103448,3,867.02,4,66.6666666666666,2
22517,entrebâillée,0.39,<entre<(bâiller),"(1, 1, 0)",29,18.95,5,27.5862068965517,5,2.71,7,60,2
22520,entrechocs,0,<entre<(choc),"(1, 1, 0)",29,18.95,5,86.2068965517241,6,52.77,4,83.3333333333333,2
22532,entrefaites,0,<entre<(faire),"(1, 1, 0)",29,18.95,5,86.2068965517241,19,9338.35999999999,5,94.7368421052631,2
22533,entrefilet,0.07,<entre<(filet),"(1, 1, 0)",29,18.95,5,58.6206896551724,2,15.51,5,50,2
22534,entrejambe,0.8,<entre<(jambe),"(1, 1, 0)",29,18.95,5,24.1379310344827,4,124.75,5,50,2
22536,entrelacées,0.08,<entre<(lacer),"(1, 1, 0)",29,18.95,5,55.1724137931034,5,7.24,5,60,2
22537,entrelacs,0.31,<entre<(lac),"(1, 1, 0)",29,18.95,5,31.0344827586206,2,35.07,3,50,2
22538,entremets,0.03,<entre<(mettre),"(1, 1, 0)",29,18.95,5,75.8620689655172,11,1192.07,6,90.9090909090909,2
22541,entremise,0.17,<entre<(mise),"(1, 1, 0)",29,18.95,5,41.3793103448275,5,102.22,4,60,2
22560,entresol,0.05,<entre<(sol),"(1, 1, 0)",29,18.95,5,62.0689655172413,6,58.5299999999999,3,83.3333333333333,2
22571,entretint,0,<entre<(tenir),"(1, 1, 0)",29,18.95,5,86.2068965517241,25,976.42,5,96,2
22572,entretuant,3.81,<entre<(tuer),"(1, 1, 0)",29,18.95,5,0,4,1024.13,4,50,2
22575,entrevis,2.15,<entre<(voir),"(1, 1, 0)",29,18.95,5,10.3448275862068,28,3534.49,4,50,2
22576,entrevit,0.04,<entre<(vivre),"(1, 1, 0)",29,18.95,5,68.9655172413793,20,823.909999999999,5,80,2
22582,entrevu,3.48,<entre<(vue),"(1, 1, 0)",29,18.95,5,3.44827586206896,6,1334,3,83.3333333333333,2
22589,entrouvert,0.12,<entre<(ouvert),"(1, 1, 0)",29,18.95,5,51.7241379310344,4,89.07,6,75,2
22590,entrouverte,1.08,<entre<(ouvrir),"(1, 1, 0)",29,18.95,5,20.6896551724137,5,387.359999999999,6,60,2
22592,entrouvrait,0.14,<entre<(ouvrait),"(1, 1, 0)",29,18.95,5,48.2758620689655,2,0.15,7,0,2
22593,entrouvre,0.2,<entre<(ouvre),"(1, 1, 0)",29,18.95,5,37.9310344827586,2,1.14,5,50,2
22595,entrouvrit,0,<entre<(ouvrit),"(1, 1, 0)",29,18.95,5,86.2068965517241,2,0.12,6,50,2
22667,envol,2.48,<en<(vol),"(1, 1, 0)",218,2094.69,2,31.6513761467889,13,477.53,3,53.8461538461538,2
22763,épicentre,0.53,<épi<(centre),"(1, 1, 0)",3,1.27,3,0,9,96.55,6,44.4444444444444,2
22774,épiderme,0.45,<épi<(derme),"(1, 1, 0)",3,1.27,3,33.3333333333333,2,0.59,5,0,2
22778,épiler,1.13,<é<(piler),"(1, 1, 0)",86,320.17,1,34.8837209302325,1,1.13,5,0,2
22779,épilogue,0.29,<épi<(logue/ie),"(1, 1, 0)",3,1.27,3,66.6666666666666,55,105.27,8,61.8181818181818,2
23482,exclama,0.09,<ex<(clamer),"(1, 1, 0)",23,79.38,2,86.9565217391304,12,34.87,6,91.6666666666666,2
23546,exhala,0.78,<ex<(haler),"(1, 1, 0)",23,79.38,2,52.1739130434782,3,1.04,5,0,2
23699,exposa,26.11,<ex<(poser),"(1, 1, 0)",23,79.38,2,0,24,427.529999999999,5,12.5,2
23735,exsangue,0.45,<ex<(sang),"(1, 1, 0)",23,79.38,2,65.2173913043478,9,354.92,4,77.7777777777777,2
23765,extralucide,0.22,<extra<(lucide),"(1, 1, 0)",4,30.27,5,50,5,7.48999999999999,6,80,2
23766,extraordinaire,29.59,<extra<(ordinaire),"(1, 1, 0)",4,30.27,5,0,2,30.05,9,0,2
23769,extrapolent,0,<extra<(polent),"(1, 1, 0)",4,30.27,5,75,1,0,6,0,2
25991,hémicycle,0.03,<hémi<(cycle),"(1, 1, 0)",3,1,4,33.3333333333333,11,20.04,5,81.8181818181818,2
25993,hémisphère,0.96,<hémi<(sphère),"(1, 1, 0)",3,1,4,0,6,19.69,6,50,2
26215,hyperespace,1.89,<hyper<(espace),"(1, 1, 0)",3,1.93,5,0,5,58.81,6,40,2
26216,hypertrophiée,0.04,<hyper<(trophié),"(1, 1, 0)",3,1.93,5,33.3333333333333,1,0.04,7,0,2
26225,hypothèse,8.96999999999999,<hypo<(thèse),"(1, 1, 0)",3,10.42,4,0,3,20.2999999999999,5,33.3333333333333,2
26282,illégal,19.89,<in<(légal),"(1, 1, 0)",427,1478.96,2,1.8735362997658,5,45.03,5,0,2
26287,illégitime,1.18,<in<(légitime),"(1, 1, 0)",427,1478.96,2,40.5152224824356,5,16.38,8,20,2
26294,illumina,7.10999999999999,<in<(lumière),"(1, 1, 0)",427,1478.96,2,6.79156908665105,6,152.109999999999,7,33.3333333333333,2
26364,immaculé,2.3,<in<(maculer),"(1, 1, 0)",427,1478.96,2,25.7611241217798,2,2.76,7,0,2
26372,immature,2.42,<in<(mature),"(1, 1, 0)",427,1478.96,2,25.0585480093676,5,9.25,6,40,2
26382,immigrai,1.38,<in<(migrer),"(1, 1, 0)",427,1478.96,2,37.2365339578454,7,11.79,6,28.5714285714285,2
26387,immobile,8.02,<in<(mobile),"(1, 1, 0)",427,1478.96,2,5.15222482435597,12,37.5999999999999,6,8.33333333333333,2
26402,immodérés,0,<in<(modérer),"(1, 1, 0)",427,1478.96,2,95.0819672131147,5,2.83,7,80,2
26408,immoral,2.96,<in<(moral),"(1, 1, 0)",427,1478.96,2,21.311475409836,9,50.9599999999999,5,22.2222222222222,2
26421,impair,0.34,<in<(pair),"(1, 1, 0)",427,1478.96,2,71.1943793911007,2,27.4399999999999,4,50,2
26425,imparfait,2.01,<in<(parfait),"(1, 1, 0)",427,1478.96,2,28.3372365339578,10,182.27,7,30,2
26466,impie,2.76,<in<(pie),"(1, 1, 0)",427,1478.96,2,22.9508196721311,2,5.22999999999999,3,0,2
26474,implant,5.10999999999999,<in<(plante),"(1, 1, 0)",427,1478.96,2,11.4754098360655,5,12.3,6,0,2
26498,impoli,4.22,<in<(polir),"(1, 1, 0)",427,1478.96,2,14.7540983606557,3,5.23,5,0,2
26499,impolie,1.15,<in<(poli),"(1, 1, 0)",427,1478.96,2,40.983606557377,1,1.15,4,0,2
26502,import,256.789999999999,<in<(porter),"(1, 1, 0)",427,1478.96,2,0,24,892.509999999999,6,4.16666666666666,2
26517,imposa,21.97,<in<(poser),"(1, 1, 0)",427,1478.96,2,1.40515222482435,24,427.529999999999,5,16.6666666666666,2
26530,impossible,158.609999999999,<in<(possible),"(1, 1, 0)",427,1478.96,2,0.234192037470726,5,403.26,8,20,2
26568,improbable,2.86,<in<(probable),"(1, 1, 0)",427,1478.96,2,22.4824355971896,5,86.55,8,40,2
26572,impropre,0.48,<in<(propre),"(1, 1, 0)",427,1478.96,2,63.231850117096,7,189.879999999999,6,71.4285714285714,2
26583,impubère,0,<in<(pubère),"(1, 1, 0)",427,1478.96,2,95.0819672131147,1,0,6,0,2
26600,impur,1.44,<in<(pur),"(1, 1, 0)",427,1478.96,2,36.5339578454332,10,77.95,3,40,2
26610,inachevé,2.96999999999999,<in<(achever),"(1, 1, 0)",427,1478.96,2,21.0772833723653,4,26.1899999999999,7,25,2
26617,inanimé,0.48,<in<(animer),"(1, 1, 0)",427,1478.96,2,63.231850117096,6,20.1199999999999,6,83.3333333333333,2
26622,inapte,1.3,<in<(apte),"(1, 1, 0)",427,1478.96,2,38.6416861826697,4,7.26,4,50,2
26629,inattendu,6.11,<in<(attendre/te),"(1, 1, 0)",427,1478.96,2,9.13348946135831,3,1385.82999999999,11,33.3333333333333,2
26633,inattention,0.52,<in<(attention),"(1, 1, 0)",427,1478.96,2,60.655737704918,5,335.61,9,80,2
26648,incapable,24.11,<in<(capable),"(1, 1, 0)",427,1478.96,2,1.17096018735363,2,100.96,7,50,2
26650,incapacité,2.71,<in<(capacité),"(1, 1, 0)",427,1478.96,2,23.4192037470726,2,20.01,8,50,2
26651,incarcéré,1.44,<in<(carcér),"(1, 1, 0)",427,1478.96,2,36.5339578454332,2,1.96,6,0,2
26702,incivils,0,<in<(civil),"(1, 1, 0)",427,1478.96,2,95.0819672131147,7,57.42,5,85.7142857142857,2
26719,incohérent,0.87,<in<(cohérent),"(1, 1, 0)",427,1478.96,2,48.4777517564402,5,4.32,8,20,2
26723,incolore,0.14,<in<(couleur),"(1, 1, 0)",427,1478.96,2,81.4988290398126,8,87.83,7,87.5,2
26728,incommode,0.51,<in<(commode),"(1, 1, 0)",427,1478.96,2,61.5925058548009,7,11,7,28.5714285714285,2
26734,incompatible,1.22,<in<(compatible),"(1, 1, 0)",427,1478.96,2,40.2810304449648,2,2.68,10,50,2
26737,incompétent,1.25,<in<(compétent),"(1, 1, 0)",427,1478.96,2,39.5784543325526,4,15.77,9,75,2
26738,incomplet,1.14,<in<(complet),"(1, 1, 0)",427,1478.96,2,41.4519906323185,5,144.94,7,60,2
26744,inconfort,0.37,<in<(confort),"(1, 1, 0)",427,1478.96,2,70.4918032786885,9,35.51,7,66.6666666666666,2
26751,inconnu,47.39,<in<(connaître),"(1, 1, 0)",427,1478.96,2,0.936768149882904,11,1244.33,9,18.1818181818181,2
26757,inconscient,13.11,<in<(conscient),"(1, 1, 0)",427,1478.96,2,2.81030444964871,9,83.03,9,22.2222222222222,2
26761,inconséquente,0.15,<in<(conséquent),"(1, 1, 0)",427,1478.96,2,81.0304449648712,5,26.09,10,60,2
26763,inconsidérées,0.39,<in<(considérer),"(1, 1, 0)",427,1478.96,2,69.5550351288056,6,53.11,10,83.3333333333333,2
26764,inconsistant,0.01,<in<(consister),"(1, 1, 0)",427,1478.96,2,93.2084309133489,3,9.01,9,66.6666666666666,2
26766,inconsolé,0,<in<(consoler),"(1, 1, 0)",427,1478.96,2,95.0819672131147,6,14.3299999999999,8,66.6666666666666,2
26768,inconstant,0.61,<in<(constant),"(1, 1, 0)",427,1478.96,2,56.2060889929742,4,17.07,8,75,2
26772,incontesté,0.4,<in<(contester),"(1, 1, 0)",427,1478.96,2,67.9156908665105,6,6.06,9,66.6666666666666,2
26773,incontinent,0.23,<in<(continent),"(1, 1, 0)",427,1478.96,2,77.0491803278688,5,7.96,9,40,2
26776,inconvenant,1.14,<in<(convenir),"(1, 1, 0)",427,1478.96,2,41.4519906323185,8,57.72,8,75,2
26783,incorrect,1.67,<in<(correct),"(1, 1, 0)",427,1478.96,2,33.9578454332552,7,53.05,7,71.4285714285714,2
26805,inculte,1.53,<in<(culte),"(1, 1, 0)",427,1478.96,2,35.831381733021,2,6.9,5,50,2
26811,indécent,1.96,<in<(décent),"(1, 1, 0)",427,1478.96,2,29.03981264637,5,11.29,6,40,2
26815,indécis,1.61,<in<(décider),"(1, 1, 0)",427,1478.96,2,34.8946135831381,6,283.58,7,66.6666666666666,2
26824,indélébile,0.71,<in<(délébile),"(1, 1, 0)",427,1478.96,2,52.927400468384,1,0.71,8,0,2
26838,indéterminé,0.21,<in<(déterminer),"(1, 1, 0)",427,1478.96,2,77.751756440281,4,18.15,10,50,2
26849,indiffère,0.47,<in<(différer),"(1, 1, 0)",427,1478.96,2,64.6370023419203,11,221.36,8,72.7272727272727,2
26863,indigne,8.79,<in<(digne),"(1, 1, 0)",427,1478.96,2,4.44964871194379,8,56.8799999999999,5,25,2
26880,indirect,0.89,<in<(direct),"(1, 1, 0)",427,1478.96,2,47.5409836065573,4,66.91,6,75,2
26884,indiscipline,0.21,<in<(discipline),"(1, 1, 0)",427,1478.96,2,77.751756440281,3,12.63,10,66.6666666666666,2
26885,indiscret,4.98,<in<(discret),"(1, 1, 0)",427,1478.96,2,12.1779859484777,5,33.24,7,40,2
26896,indisposait,1.08,<in<(disposer),"(1, 1, 0)",427,1478.96,2,43.3255269320843,5,42.59,8,60,2
26899,indistinct,0.53,<in<(distinct),"(1, 1, 0)",427,1478.96,2,60.4215456674473,6,7.3,8,50,2
26917,indomptée,0.17,<in<(dompter),"(1, 1, 0)",427,1478.96,2,79.3911007025761,4,3.19,7,75,2
26932,inédite,0.28,<in<(éditer),"(1, 1, 0)",427,1478.96,2,73.7704918032786,7,18.73,6,42.8571428571428,2
26933,ineffable,0.04,<in<(effable),"(1, 1, 0)",427,1478.96,2,87.8220140515222,1,0.04,7,0,2
26935,inefficace,0.98,<in<(efficace),"(1, 1, 0)",427,1478.96,2,45.1990632318501,1,0.98,8,0,2
26936,inégal,0.669999999999999,<in<(égal),"(1, 1, 0)",427,1478.96,2,54.3325526932084,9,87.66,4,44.4444444444444,2
26950,inespéré,0.17,<in<(espéré),"(1, 1, 0)",427,1478.96,2,79.3911007025761,2,10.33,6,50,2
26951,inespérée,0.18,<in<(espérée),"(1, 1, 0)",427,1478.96,2,78.9227166276346,2,7.01,7,50,2
26957,inexistant,0.39,<in<(exister),"(1, 1, 0)",427,1478.96,2,69.5550351288056,7,159.55,7,28.5714285714285,2
26962,inexpérience,0.28,<in<(expérience),"(1, 1, 0)",427,1478.96,2,73.7704918032786,2,72.32,10,50,2
26966,inexplorées,0.26,<in<(explorer),"(1, 1, 0)",427,1478.96,2,75.6440281030444,4,11.88,8,75,2
26993,infidèle,6.14,<in<(fidèle),"(1, 1, 0)",427,1478.96,2,8.89929742388758,5,50.3899999999999,6,40,2
27019,infléchir,0.05,<in<(fléchir),"(1, 1, 0)",427,1478.96,2,86.8852459016393,4,0.85,7,25,2
27046,informe,6.43,<in<(forme),"(1, 1, 0)",427,1478.96,2,7.96252927400468,29,262.78,5,17.2413793103448,2
27055,infortune,1.3,<in<(fortune),"(1, 1, 0)",427,1478.96,2,38.6416861826697,4,37.8399999999999,7,50,2
27059,infrarouge,1.46,<infra<(rouge),"(1, 1, 0)",2,2.06,5,0,11,151.989999999999,5,18.1818181818181,2
27060,infrastructure,0.6,<infra<(structure),"(1, 1, 0)",2,2.06,5,50,7,10.1599999999999,9,14.2857142857142,2
27071,ingrat,7.64999999999999,<in<(grâce),"(1, 1, 0)",427,1478.96,2,5.62060889929742,12,145.8,5,8.33333333333333,2
27078,inhabité,1.67,<in<(habiter),"(1, 1, 0)",427,1478.96,2,33.7236533957845,7,146,7,42.8571428571428,2
27084,inhumain,3.53,<in<(humain),"(1, 1, 0)",427,1478.96,2,18.0327868852459,8,167.71,6,25,2
27117,injuste,17.46,<in<(juste),"(1, 1, 0)",427,1478.96,2,2.10772833723653,13,1091.31,5,23.076923076923,2
27138,inoccupée,0.48,<in<(occuper),"(1, 1, 0)",427,1478.96,2,63.231850117096,4,401.9,7,75,2
27156,inopportunes,0.01,<in<(opportun),"(1, 1, 0)",427,1478.96,2,93.2084309133489,5,13.29,8,60,2
27160,inouï,3.22999999999999,<in<(ouïr),"(1, 1, 0)",427,1478.96,2,19.2037470725995,2,6.6,4,50,2
27190,insatisfait,0.64,<in<(satisfaire),"(1, 1, 0)",427,1478.96,2,55.0351288056206,5,39.3399999999999,10,60,2
27257,insoluble,0.5,<in<(soluble),"(1, 1, 0)",427,1478.96,2,62.0608899297423,1,0.5,7,0,2
27293,instable,5.48,<in<(stable),"(1, 1, 0)",427,1478.96,2,9.83606557377049,7,25.1399999999999,6,14.2857142857142,2
27352,insufflant,0.03,<in<(sufflant),"(1, 1, 0)",427,1478.96,2,89.4613583138173,1,0.03,8,0,2
27415,interagit,0.05,<inter<(agiter),"(1, 1, 0)",24,65.87,5,66.6666666666666,6,135.37,6,83.3333333333333,2
27416,intercalaient,0.05,<inter<(caler),"(1, 1, 0)",24,65.87,5,66.6666666666666,2,4.53999999999999,5,50,2
27459,interface,1.3,<inter<(face),"(1, 1, 0)",24,65.87,5,25,6,162.13,4,33.3333333333333,2
27498,interpénètrent,0.01,<inter<(pénétrer),"(1, 1, 0)",24,65.87,5,87.5,4,20.75,8,75,2
27499,interphone,1.58,<inter<(phone/ie),"(1, 1, 0)",24,65.87,5,20.8333333333333,15,238.13,8,33.3333333333333,2
27501,interposait,1.17,<inter<(poser),"(1, 1, 0)",24,65.87,5,33.3333333333333,24,427.529999999999,5,37.5,2
27535,interrompaient,27.37,<inter<(rompre),"(1, 1, 0)",24,65.87,5,0,7,85.6,6,14.2857142857142,2
27617,invaincu,0.5,<in<(vaincre),"(1, 1, 0)",427,1478.96,2,62.0608899297423,5,47.46,7,60,2
27619,invalide,4.14,<in<(valide),"(1, 1, 0)",427,1478.96,2,14.9882903981264,4,6.99,6,0,2
27732,irréel,2.90999999999999,<in<(réel),"(1, 1, 0)",427,1478.96,2,22.0140515222482,14,213.84,4,42.8571428571428,2
27736,irréfléchi,0.4,<in<(réfléchir),"(1, 1, 0)",427,1478.96,2,67.9156908665105,3,143.19,9,66.6666666666666,2
27753,irrespect,0.13,<in<(respect),"(1, 1, 0)",427,1478.96,2,83.1381733021077,9,132.67,7,88.8888888888888,2
27756,irresponsable,4.99,<in<(responsable),"(1, 1, 0)",427,1478.96,2,11.943793911007,5,112.83,11,60,2
28033,juxtaposaient,0.03,<juxta<(poser),"(1, 1, 0)",2,0.03,5,0,24,427.529999999999,5,70.8333333333333,2
29113,méconnaisse,0.29,<mé<(connaître),"(1, 1, 0)",14,36.91,2,71.4285714285714,11,1244.33,9,81.8181818181818,2
29116,mécontent,2.41,<mé<(content),"(1, 1, 0)",14,36.91,2,14.2857142857142,6,217.28,7,33.3333333333333,2
29150,méfaits,1.39,<mé<(faire),"(1, 1, 0)",14,36.91,2,42.8571428571428,19,9338.35999999999,5,52.6315789473684,2
29292,méprenant,12.05,<mé<(prendre),"(1, 1, 0)",14,36.91,2,7.14285714285714,9,2034.35,7,33.3333333333333,2
29346,mésaventure,0.58,<mé<(aventure),"(1, 1, 0)",14,36.91,2,57.1428571428571,5,35.5,8,80,2
29650,monochromes,0.02,<mono<(chrome),"(1, 1, 0)",14,6.88,4,64.2857142857142,5,2.34,6,80,2
29651,monocorde,0.02,<mono<(corde),"(1, 1, 0)",14,6.88,4,64.2857142857142,13,100.49,5,84.6153846153846,2
29652,monocylindre,0.01,<mono<(cylindre),"(1, 1, 0)",14,6.88,4,78.5714285714285,3,1.97999999999999,8,66.6666666666666,2
29653,monogame,0.37,<mono<(game),"(1, 1, 0)",14,6.88,4,42.8571428571428,1,0.37,4,0,2
29655,monolithe,0.14,<mono<(lith),"(1, 1, 0)",14,6.88,4,50,3,1.08,4,33.3333333333333,2
29656,monologue,1.58,<mono<(logue/ie),"(1, 1, 0)",14,6.88,4,0,55,105.27,8,23.6363636363636,2
29659,monopole,1.32,<mono<(pole),"(1, 1, 0)",14,6.88,4,14.2857142857142,3,2.47,4,0,2
29660,monosyllabes,0.06,<mono<(syllabe),"(1, 1, 0)",14,6.88,4,57.1428571428571,3,1.6,7,33.3333333333333,2
29662,monotone,1.48,<mono<(ton),"(1, 1, 0)",14,6.88,4,7.14285714285714,10,65.48,3,20,2
31005,parachevaient,0.29,<par<(achever),"(1, 1, 0)",6,44.24,3,66.6666666666666,4,26.1899999999999,7,75,2
31008,parachute,5.27,<para<(chute),"(1, 1, 0)",7,17.47,4,14.2857142857142,6,39.15,5,16.6666666666666,2
31052,parapluie,7.38,<para<(pluie),"(1, 1, 0)",7,17.47,4,0,2,53.48,5,50,2
31057,parasol,0.799999999999999,<para<(sol),"(1, 1, 0)",7,17.47,4,57.1428571428571,6,58.5299999999999,3,50,2
31059,paravent,1.51,<para<(vent),"(1, 1, 0)",7,17.47,4,42.8571428571428,8,87.3899999999999,4,50,2
31063,parcouraient,19.77,<par<(courir),"(1, 1, 0)",6,44.24,3,16.6666666666666,11,502.44,6,18.1818181818181,2
31070,parcourt,2.3,<par<(court),"(1, 1, 0)",6,44.24,3,33.3333333333333,11,99.4599999999999,5,36.3636363636363,2
31171,parsemé,0.3,<par<(semer),"(1, 1, 0)",6,44.24,3,50,3,17.95,5,33.3333333333333,2
31248,parvenaient,21.34,<par<(venir),"(1, 1, 0)",6,44.24,3,0,18,3610.1,5,22.2222222222222,2
31264,parvins,0.24,<par<(vin),"(1, 1, 0)",6,44.24,3,83.3333333333333,4,88.41,3,50,2
31565,péninsule,0.88,<pén<(île),"(1, 1, 0)",3,2.1,3,33.3333333333333,4,60.43,3,50,2
31570,pénombre,1.22,<pén<(ombre),"(1, 1, 0)",3,2.1,3,0,6,49.19,5,16.6666666666666,2
31674,perduré,0.35,<per<(durer),"(1, 1, 0)",5,1.01,3,0,6,122.199999999999,5,83.3333333333333,2
31697,périmètre,6.71,<péri<(mètre),"(1, 1, 0)",1,6.71,4,0,16,98.51,5,18.75,2
31738,permute,0.24,<per<(mute),"(1, 1, 0)",5,1.01,3,40,1,0.24,4,0,2
31739,permuté,0.16,<per<(muter),"(1, 1, 0)",5,1.01,3,60,9,20.2,5,66.6666666666666,2
32191,posthume,0.81,<post<(humer),"(1, 1, 0)",1,0.81,4,0,4,1.55,5,0,2
32299,préavis,2,<pré<(avis),"(1, 1, 0)",49,209.31,3,38.7755102040816,4,149.02,4,50,2
32304,précéda,4.81,<pré<(céder),"(1, 1, 0)",49,209.31,3,22.4489795918367,12,66.31,5,41.6666666666666,2
32376,prédire,8.02,<pré<(dire),"(1, 1, 0)",49,209.31,3,14.2857142857142,10,6053.94999999999,4,20,2
32379,prédominant,0.06,<pré<(dominer),"(1, 1, 0)",49,209.31,3,75.5102040816326,5,19.8699999999999,7,80,2
32380,préface,0.42,<pré<(face),"(1, 1, 0)",49,209.31,3,63.2653061224489,6,162.13,4,66.6666666666666,2
32408,préhistoire,0.73,<pré<(histoire),"(1, 1, 0)",49,209.31,3,55.1020408163265,6,377.359999999999,8,66.6666666666666,2
32416,prélevé,3.62,<pré<(lever),"(1, 1, 0)",49,209.31,3,26.5306122448979,10,432.67,5,60,2
32428,prémédité,1.82,<pré<(méditer),"(1, 1, 0)",49,209.31,3,40.8163265306122,5,10.44,7,40,2
32432,prémunie,0,<pré<(munir),"(1, 1, 0)",49,209.31,3,87.7551020408163,3,3.38999999999999,5,66.6666666666666,2
32460,prénom,25.88,<pré<(nom),"(1, 1, 0)",49,209.31,3,2.04081632653061,13,666,3,15.3846153846153,2
32499,préposé,1.02,<pré<(poser),"(1, 1, 0)",49,209.31,3,53.0612244897959,24,427.529999999999,5,41.6666666666666,2
32580,pressens,1.38,<pré<(sentir),"(1, 1, 0)",49,209.31,3,44.8979591836734,28,914.42,6,53.5714285714285,2
32646,prévalent,0.57,<pré<(valoir),"(1, 1, 0)",49,209.31,3,59.1836734693877,16,308.48,6,75,2
32668,prévoir,14.09,<pré<(voir),"(1, 1, 0)",49,209.31,3,4.08163265306122,28,3534.49,4,17.8571428571428,2
32675,prévu,61.3,<pré<(vue),"(1, 1, 0)",49,209.31,3,0,6,1334,3,16.6666666666666,2
32768,proclama,5.05,<pro<(clamer),"(1, 1, 0)",15,37.76,3,13.3333333333333,12,34.87,6,8.33333333333333,2
32817,proéminent,0.19,<pro<(éminent),"(1, 1, 0)",15,37.76,3,86.6666666666666,4,3.83999999999999,7,50,2
33188,rachète,14.55,<re<(acheter),"(1, 1, 0)",434,6595.02,2,15.4377880184331,4,309.93,7,25,2
33221,racorni,0.4,<re<(corni),"(1, 1, 0)",434,6595.02,2,68.4331797235023,1,0.4,5,0,2
33316,ralluma,3.38,<re<(allumer),"(1, 1, 0)",434,6595.02,2,32.9493087557603,5,80.56,7,40,2
33392,ranimant,2.08,<re<(animer),"(1, 1, 0)",434,6595.02,2,40.552995391705,6,20.1199999999999,6,33.3333333333333,2
33424,rappliquaient,3.25,<re<(appliquer),"(1, 1, 0)",434,6595.02,2,33.1797235023041,4,23.9599999999999,9,25,2
33475,rassembla,24.11,<re<(assembler),"(1, 1, 0)",434,6595.02,2,10.1382488479262,4,34.51,9,0,2
33522,rattachait,1.89,<re<(attacher),"(1, 1, 0)",434,6595.02,2,42.626728110599,4,60.71,8,50,2
33530,rattrapa,35.13,<re<(attraper),"(1, 1, 0)",434,6595.02,2,7.83410138248847,2,154.26,8,50,2
33548,ravalait,1.16,<re<(avaler),"(1, 1, 0)",434,6595.02,2,52.073732718894,2,33.8499999999999,6,50,2
33589,réagi,23.5,<re<(agir),"(1, 1, 0)",434,6595.02,2,10.8294930875576,9,263.19,4,22.2222222222222,2
33595,réagit,5.09,<re<(agiter),"(1, 1, 0)",434,6595.02,2,25.5760368663594,6,135.37,6,16.6666666666666,2
33614,rebâtissent,0.02,<re<(bâtir),"(1, 1, 0)",434,6595.02,2,87.7880184331797,4,43.13,5,75,2
33617,rebiffai,0.14,<re<(biffer),"(1, 1, 0)",434,6595.02,2,79.0322580645161,1,0.14,6,0,2
33639,récapitulait,1.55,<re<(capituler),"(1, 1, 0)",434,6595.02,2,47.4654377880184,3,4.10999999999999,9,33.3333333333333,2
33652,réchappent,0.71,<re<(échapper),"(1, 1, 0)",434,6595.02,2,61.9815668202765,4,99.52,8,75,2
33655,recharge,1.37,<re<(charge),"(1, 1, 0)",434,6595.02,2,50,12,183.5,6,83.3333333333333,2
33661,recherchaient,124.29,<re<(chercher),"(1, 1, 0)",434,6595.02,2,3.2258064516129,3,838.6,8,33.3333333333333,2
