,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,SUFF_2_FamSize,SUFF_2_Freq,SUFF_2_Length,SUFF_2_PFMF,n_morphemes
12611,alpiniste,0.95,(alpes)>in>>iste>,"(0, 1, 2)",3,2.24,5,33.3333333333333,30,109.48,2,36.6666666666666,119,322.749999999999,4,34.453781512605,3
12624,alternativement,0.16,(alterne/er)>if>>ment>,"(0, 1, 2)",6,10.17,10,66.6666666666666,168,409.409999999999,2,70.8333333333333,919,5042.80999999999,4,72.7965179542981,3
12632,amabilité,2.81,(aimer)>able>>ité>,"(0, 1, 2)",7,1744.53,5,57.1428571428571,313,1042.69,4,22.0447284345047,334,1491.88,3,24.251497005988,3
12633,amabilités,0.11,(aimer)>able>>ités>,"(0, 1, 2)",7,1744.53,5,85.7142857142857,313,1042.69,4,83.0670926517571,60,83.33,4,66.6666666666666,3
12714,amicalement,1.15,(ami)>al>>ment>,"(0, 1, 2)",5,862.56,3,60,200,1125.04,2,47.5,919,5042.80999999999,4,38.0848748639825,3
12746,amoureusement,0.22,(amour)>eux>>ment>,"(0, 1, 2)",4,583.93,5,50,271,1027.7,3,69.3726937269372,919,5042.80999999999,4,69.6409140369967,3
12907,antérieurement,0.36,(antér)>eur>>ment>,"(0, 1, 2)",2,4.18,5,50,501,2127.06,3,65.6686626746507,919,5042.80999999999,4,61.4798694232861,3
12942,anxieusement,0.17,(anxio)>eux>>ment>,"(0, 1, 2)",4,7.52999999999999,5,75,271,1027.7,3,71.5867158671586,919,5042.80999999999,4,71.70837867247,3
13271,architecturale,0.08,(architecte)>ure>>al>,"(0, 1, 2)",3,14.25,10,66.6666666666666,122,595.65,3,85.2459016393442,200,1125.04,2,83,3
13276,ardemment,1.39,(ard)>ant/ent>>ment>,"(0, 1, 2)",4,18.48,3,50,522,3302.43999999999,7,40.2298850574712,919,5042.80999999999,4,33.9499455930359,3
13312,armurerie,0.89,(arme)>ure>>erie>,"(0, 1, 2)",11,394.989999999999,4,63.6363636363636,122,595.65,3,54.0983606557377,109,267.479999999999,4,46.788990825688,3
13313,armurier,0.6,(arme)>ure>>ier>,"(0, 1, 2)",11,394.989999999999,4,72.7272727272727,122,595.65,3,61.4754098360655,181,847.1,3,61.3259668508287,3
13470,artificiellement,0.48,(artifice)>el>>ment>,"(0, 1, 2)",3,14.55,8,66.6666666666666,153,1103.39999999999,2,61.437908496732,919,5042.80999999999,4,55.8215451577801,3
13479,artistique,10,(art)>iste>>ique>,"(0, 1, 2)",4,132.7,3,50,119,322.749999999999,4,7.56302521008403,281,852.449999999999,4,5.69395017793594,3
13821,attentivement,8.38,(attention)>if>>ment>,"(0, 1, 2)",5,335.61,9,20,168,409.409999999999,2,7.73809523809523,919,5042.80999999999,4,9.68443960826985,3
13912,auditionner,1.27,(audio)>ion>>[VB]>,"(0, 1, 2)",9,39.35,5,66.6666666666666,766,3498.54,3,53.2637075718015,1600,25208.9699999999,2,47.125,3
13951,automatiquement,2.61,(automat)>ique>>ment>,"(0, 1, 2)",3,12.66,7,33.3333333333333,281,852.449999999999,4,25.6227758007117,919,5042.80999999999,4,21.8715995647442,3
13970,autoritaire,1.24,(autoriser)>ité>>aire>,"(0, 1, 2)",4,84.83,9,75,334,1491.88,3,42.2155688622754,179,853.76,4,57.5418994413407,3
14023,avantageusement,0.16,(avantage)>eux>>ment>,"(0, 1, 2)",3,26.69,8,66.6666666666666,271,1027.7,3,72.6937269372693,919,5042.80999999999,4,72.7965179542981,3
14243,ballonnant,0,(balle)>on>>ant/ent>,"(0, 1, 2)",12,185.73,5,91.6666666666666,109,331.19,2,92.6605504587155,522,3302.43999999999,7,93.2950191570881,3
14465,bécotait,0.32,(bec)>ot>>[VB]>,"(0, 1, 2)",4,7.83,3,25,32,58.0999999999999,2,56.25,1600,25208.9699999999,2,65.75,3
14519,bestialité,0.42,(bête)>al>>ité>,"(0, 1, 2)",11,210.27,4,63.6363636363636,200,1125.04,2,63.5,334,1491.88,3,68.562874251497,3
14629,blanchisserie,1.23,(blanc)>[VB]>>erie>,"(0, 1, 2)",7,182.37,5,28.5714285714285,1600,25208.9699999999,2,47.625,109,267.479999999999,4,32.1100917431192,3
14630,blanchisseuse,0.58,(blanc)>[VB]>>eur>,"(0, 1, 2)",7,182.37,5,71.4285714285714,1600,25208.9699999999,2,59.25,501,2127.06,3,59.880239520958,3
14728,bombardier,3.02,(bombe)>ard>>ier>,"(0, 1, 2)",4,81.7599999999999,5,50,52,113.07,3,21.1538461538461,181,847.1,3,24.3093922651933,3
14820,bouchonnée,0.01,(bouche)>on>>[VB]>,"(0, 1, 2)",9,136.07,6,77.7777777777777,109,331.19,2,88.0733944954128,1600,25208.9699999999,2,86.3125,3
14898,bouillonnait,1.54,(bouillir)>on>>[VB]>,"(0, 1, 2)",7,21.6999999999999,8,42.8571428571428,109,331.19,2,36.697247706422,1600,25208.9699999999,2,44.5625,3
14901,bouillonnement,0.11,(bouillir)>on>>ment>,"(0, 1, 2)",7,21.6999999999999,8,85.7142857142857,109,331.19,2,79.8165137614678,919,5042.80999999999,4,78.4548422198041,3
14927,boulonnant,0,(boule)>on>>ant/ent>,"(0, 1, 2)",10,45.03,5,80,109,331.19,2,92.6605504587155,522,3302.43999999999,7,93.2950191570881,3
14950,bourgeoisie,3.65,(bourg)>ois>>ie>,"(0, 1, 2)",6,20.22,5,16.6666666666666,12,80.02,3,41.6666666666666,59,435.78,2,32.2033898305084,3
15107,brillamment,0.88,(briller)>ant/ent>>ment>,"(0, 1, 2)",3,62.27,7,66.6666666666666,522,3302.43999999999,7,50.191570881226,919,5042.80999999999,4,44.9401523394994,3
15204,broussailleux,0.03,(brousse)>aille>>eux>,"(0, 1, 2)",3,2.91999999999999,7,66.6666666666666,23,42.56,5,86.9565217391304,271,1027.7,3,84.1328413284132,3
15255,brunissage,0.02,(brun)>[VB]>>age>,"(0, 1, 2)",5,20.7999999999999,4,40,1600,25208.9699999999,2,83.4375,201,707.48,3,82.5870646766169,3
15264,brutalement,2.89,(brut)>al>>ment>,"(0, 1, 2)",8,67.24,4,37.5,200,1125.04,2,28.4999999999999,919,5042.80999999999,4,20.6746463547334,3
15266,brutalisaient,0.02,(brut)>al>>is[VB]>,"(0, 1, 2)",8,67.24,4,87.5,200,1125.04,2,90.5,126,424.71,5,71.4285714285714,3
15267,brutalité,2.87,(brut)>al>>ité>,"(0, 1, 2)",8,67.24,4,50,200,1125.04,2,28.9999999999999,334,1491.88,3,23.6526946107784,3
15268,brutalités,0.24,(brut)>al>>ités>,"(0, 1, 2)",8,67.24,4,62.5,200,1125.04,2,74,60,83.33,4,58.3333333333333,3
15270,bruyamment,0.95,(bruit)>ant/ent>>ment>,"(0, 1, 2)",6,102.59,5,33.3333333333333,522,3302.43999999999,7,48.2758620689655,919,5042.80999999999,4,43.4167573449401,3
15471,canalisations,0.96,(canal)>is[VB]>>ion>,"(0, 1, 2)",2,18.06,5,50,126,424.71,5,30.1587301587301,766,3498.54,3,60.443864229765,3
15514,captivait,1.02,(capter)>if>>[VB]>,"(0, 1, 2)",7,33.8099999999999,6,85.7142857142857,168,409.409999999999,2,46.4285714285714,1600,25208.9699999999,2,51.2499999999999,3
15517,captivité,2.15,(capter)>if>>ité>,"(0, 1, 2)",7,33.8099999999999,6,42.8571428571428,168,409.409999999999,2,31.547619047619,334,1491.88,3,29.3413173652694,3
15519,capturé,15.7999999999999,(capter)>ure>>[VB]>,"(0, 1, 2)",7,33.8099999999999,6,0,122,595.65,3,9.01639344262295,1600,25208.9699999999,2,14.6875,3
15630,catégoriquement,0.7,(catégorie)>ique>>ment>,"(0, 1, 2)",3,8.06,9,66.6666666666666,281,852.449999999999,4,56.2277580071174,919,5042.80999999999,4,48.2045701849836,3
15677,ceintura,0.21,(ceindre)>ure>>[VB]>,"(0, 1, 2)",4,23.6999999999999,7,50,122,595.65,3,75.4098360655737,1600,25208.9699999999,2,69.125,3
15682,ceinturon,0.7,(ceindre)>ure>>on>,"(0, 1, 2)",4,23.6999999999999,7,25,122,595.65,3,56.5573770491803,109,331.19,2,57.7981651376146,3
15734,cérémonieusement,0.02,(cérémonie)>eux>>ment>,"(0, 1, 2)",4,24.68,9,75,271,1027.7,3,86.3468634686346,919,5042.80999999999,4,88.683351468988,3
15749,certainement,55.16,(certes)>ain>>ment>,"(0, 1, 2)",7,358.22,6,14.2857142857142,31,805.679999999999,3,9.67741935483871,919,5042.80999999999,4,1.74102285092491,3
15753,certificat,12.2999999999999,(certes)>ifier>>at>,"(0, 1, 2)",7,358.22,6,42.8571428571428,27,49.0699999999999,5,0,36,166.91,2,11.1111111111111,3
15787,chaleureusement,1.46,(chaleur)>eux>>ment>,"(0, 1, 2)",3,46.31,7,66.6666666666666,271,1027.7,3,32.4723247232472,919,5042.80999999999,4,32.9706202393906,3
15864,chantonna,2.81,(chant)>on>>[VB]>,"(0, 1, 2)",7,223.499999999999,5,71.4285714285714,109,331.19,2,23.8532110091743,1600,25208.9699999999,2,34.875,3
15935,charretier,0.16,(char)>et>>ier>,"(0, 1, 2)",6,35.3099999999999,4,83.3333333333333,75,229.51,2,81.3333333333333,181,847.1,3,79.5580110497237,3
16087,chevronné,0.35,(chèvre)>on>>é>,"(0, 1, 2)",7,16.87,6,42.8571428571428,109,331.19,2,67.8899082568807,57,846.24,1,56.1403508771929,3
16089,chevrotais,0,(chèvre)>ot>>[VB]>,"(0, 1, 2)",7,16.87,6,85.7142857142857,32,58.0999999999999,2,87.5,1600,25208.9699999999,2,91.125,3
16090,chevrotante,0.14,(chèvre)>ot>>ant/ent>,"(0, 1, 2)",7,16.87,6,57.1428571428571,32,58.0999999999999,2,65.625,522,3302.43999999999,7,76.4367816091954,3
16126,chinoiserie,1.96,(chine)>ois>>erie>,"(0, 1, 2)",2,46.08,5,50,12,80.02,3,58.3333333333333,109,267.479999999999,4,20.1834862385321,3
16141,chirurgicale,1.84,(chirurgie)>ique>>al>,"(0, 1, 2)",4,28.94,9,50,281,852.449999999999,4,32.3843416370106,200,1125.04,2,39.5,3
16145,christianisme,2.11,(christ)>ien>>isme>,"(0, 1, 2)",5,31.65,6,40,66,291.01,3,34.8484848484848,91,100.85,4,14.2857142857142,3
16195,chrétienté,0.88,(christ)>ien>>ité>,"(0, 1, 2)",5,31.65,6,80,66,291.01,3,39.3939393939393,334,1491.88,3,51.7964071856287,3
16198,chroniquais,0,(chrono)>ique>>[VB]>,"(0, 1, 2)",8,10.4699999999999,6,87.5,281,852.449999999999,4,94.306049822064,1600,25208.9699999999,2,91.125,3
16201,chroniqueur,0.64,(chrono)>ique>>eur>,"(0, 1, 2)",8,10.4699999999999,6,37.5,281,852.449999999999,4,60.4982206405694,501,2127.06,3,57.4850299401197,3
16287,civilisation,12.42,(civil)>is[VB]>>ion>,"(0, 1, 2)",7,57.42,5,14.2857142857142,126,424.71,5,3.17460317460317,766,3498.54,3,9.13838120104438,3
16289,civilisatrice,0.1,(civil)>is[VB]>>eur>,"(0, 1, 2)",7,57.42,5,71.4285714285714,126,424.71,5,59.5238095238095,501,2127.06,3,80.6387225548902,3
16297,claironnait,0.01,(clair)>on>>[VB]>,"(0, 1, 2)",16,213.31,5,87.5,109,331.19,2,88.0733944954128,1600,25208.9699999999,2,86.3125,3
16342,classificatrice,0,(classe)>ifier>>eur>,"(0, 1, 2)",8,95.76,6,62.5,27,49.0699999999999,5,81.4814814814814,501,2127.06,3,93.4131736526946,3
16357,clignotant,1.98,(cligner)>ot>>ant/ent>,"(0, 1, 2)",4,5.53999999999999,7,25,32,58.0999999999999,2,31.25,522,3302.43999999999,7,33.5249042145593,3
16362,climatisation,1.79,(climat)>is[VB]>>ion>,"(0, 1, 2)",5,9.93,6,20,126,424.71,5,20.6349206349206,766,3498.54,3,44.3864229765013,3
16366,cliqueter,0.19,(clic)>et>>[VB]>,"(0, 1, 2)",3,1.52999999999999,4,66.6666666666666,75,229.51,2,78.6666666666666,1600,25208.9699999999,2,69.8125,3
16367,cliquetis,0.38,(clic)>et>>is>,"(0, 1, 2)",3,1.52999999999999,4,33.3333333333333,75,229.51,2,62.6666666666666,22,19.93,2,50,3
16487,collectionnait,3.98,(collecter)>ion>>[VB]>,"(0, 1, 2)",6,35.3999999999999,9,50,766,3498.54,3,26.5013054830287,1600,25208.9699999999,2,31.3125,3
16490,collectionneur,1.66,(collecter)>ion>>eur>,"(0, 1, 2)",6,35.3999999999999,9,66.6666666666666,766,3498.54,3,46.3446475195822,501,2127.06,3,38.1237524950099,3
16495,collectivité,0.41,(collecter)>if>>ité>,"(0, 1, 2)",6,35.3999999999999,9,83.3333333333333,168,409.409999999999,2,59.5238095238095,334,1491.88,3,68.8622754491018,3
16517,colonisateurs,0.01,(colon)>is[VB]>>eur>,"(0, 1, 2)",5,9.17,5,60,126,424.71,5,75.3968253968253,501,2127.06,3,90.4191616766467,3
16655,communautaire,0.89,(commun)>ité>>aire>,"(0, 1, 2)",8,97.82,6,62.5,334,1491.88,3,51.1976047904191,179,853.76,4,63.6871508379888,3
16727,complémentaire,0.81,(complet)>ment>>aire>,"(0, 1, 2)",5,144.94,7,80,919,5042.80999999999,4,46.0282916213275,179,853.76,4,65.3631284916201,3
16847,comptabilité,4.37,(compter)>able>>ité>,"(0, 1, 2)",6,145.92,7,66.6666666666666,313,1042.69,4,15.3354632587859,334,1491.88,3,15.8682634730538,3
16945,concurrençait,0,(concours)>nce>>[VB]>,"(0, 1, 2)",5,37.62,8,80,213,1491.29,3,96.244131455399,1600,25208.9699999999,2,91.125,3
17007,confessionnal,1.29,(confesser)>ion>>al>,"(0, 1, 2)",4,29.65,9,75,766,3498.54,3,52.3498694516971,200,1125.04,2,45.5,3
17014,confidentiel,9.57,(confier)>ant/ent>>el>,"(0, 1, 2)",4,219.66,7,50,522,3302.43999999999,7,10.919540229885,153,1103.39999999999,2,13.7254901960784,3
17073,confortablement,1.54,(confort)>able>>ment>,"(0, 1, 2)",9,35.51,7,55.5555555555555,313,1042.69,4,35.7827476038338,919,5042.80999999999,4,31.7736670293797,3
17167,consciemment,0.92,(conscient)>ant/ent>>ment>,"(0, 1, 2)",9,83.03,9,77.7777777777777,522,3302.43999999999,7,49.2337164750957,919,5042.80999999999,4,44.0696409140369,3
17168,consciencieuse,1.63,(conscient)>nce>>eux>,"(0, 1, 2)",9,83.03,9,55.5555555555555,213,1491.29,3,45.5399061032863,271,1027.7,3,30.6273062730627,3
17211,considérablement,1,(considérer)>able>>ment>,"(0, 1, 2)",6,53.11,10,66.6666666666666,313,1042.69,4,46.6453674121405,919,5042.80999999999,4,42.0021762785636,3
17298,constitutionnelle,0.4,(constituer)>ion>>el>,"(0, 1, 2)",6,21.63,10,83.3333333333333,766,3498.54,3,76.7624020887728,153,1103.39999999999,2,63.3986928104575,3
17424,continuellement,1.67,(continuer)>el>>ment>,"(0, 1, 2)",6,311.589999999999,9,16.6666666666666,153,1103.39999999999,2,42.4836601307189,919,5042.80999999999,4,29.923830250272,3
17473,contrairement,8.79,(contre)>aire>>ment>,"(0, 1, 2)",6,428.63,6,50,179,853.76,4,10.0558659217877,919,5042.80999999999,4,9.24918389553862,3
17475,contrariait,12.96,(contre)>aire>>[VB]>,"(0, 1, 2)",6,428.63,6,33.3333333333333,179,853.76,4,6.70391061452514,1600,25208.9699999999,2,16.0625,3
17481,contrariété,0.38,(contre)>aire>>ité>,"(0, 1, 2)",6,428.63,6,83.3333333333333,179,853.76,4,72.6256983240223,334,1491.88,3,71.2574850299401,3
17542,convenablement,2.02,(convenir)>able>>ment1>,"(0, 1, 2)",8,57.72,8,50,313,1042.69,4,29.3929712460063,2,2.38,5,0,3
17550,conventionnel,2.62,(convenir)>ion>>el>,"(0, 1, 2)",8,57.72,8,37.5,766,3498.54,3,35.3785900783289,153,1103.39999999999,2,35.9477124183006,3
17600,convulsivement,0.01,(convulser)>if>>ment>,"(0, 1, 2)",4,2.09999999999999,9,75,168,409.409999999999,2,88.095238095238,919,5042.80999999999,4,90.0979325353645,3
17634,cordonnerie,0.16,(corde)>on>>erie>,"(0, 1, 2)",13,100.49,5,53.8461538461538,109,331.19,2,74.3119266055045,109,267.479999999999,4,76.1467889908256,3
17635,cordonnier,1.72,(corde)>on>>ier>,"(0, 1, 2)",13,100.49,5,30.7692307692307,109,331.19,2,33.0275229357798,181,847.1,3,36.46408839779,3
17658,correctionnelle,0.53,(correct)>ion>>el>,"(0, 1, 2)",7,53.05,7,85.7142857142857,766,3498.54,3,72.0626631853786,153,1103.39999999999,2,59.4771241830065,3
17779,courageusement,0.61,(courage)>eux>>ment>,"(0, 1, 2)",7,119.7,7,71.4285714285714,271,1027.7,3,52.0295202952029,919,5042.80999999999,4,50.5984766050054,3
17784,couramment,1.38,(courir)>ant/ent>>ment>,"(0, 1, 2)",11,502.44,6,63.6363636363636,522,3302.43999999999,7,40.4214559386973,919,5042.80999999999,4,34.2763873775843,3
17831,courtisan,2.88,(court)>is[VB]>>an>,"(0, 1, 2)",11,99.4599999999999,5,27.2727272727272,126,424.71,5,14.2857142857142,5,29.2899999999999,2,60,3
17837,courtoisement,0.27,(court)>ois>>ment>,"(0, 1, 2)",11,99.4599999999999,5,81.8181818181818,12,80.02,3,75,919,5042.80999999999,4,66.0500544069641,3
17838,courtoisie,4.42,(court)>ois>>ie>,"(0, 1, 2)",11,99.4599999999999,5,18.1818181818181,12,80.02,3,25,59,435.78,2,23.728813559322,3
17922,craintivement,0,(craindre)>if>>ment>,"(0, 1, 2)",3,109.58,8,66.6666666666666,168,409.409999999999,2,92.2619047619047,919,5042.80999999999,4,93.4711643090315,3
17975,créativité,2.15,(créer)>if>>ité>,"(0, 1, 2)",9,146.2,5,55.5555555555555,168,409.409999999999,2,31.547619047619,334,1491.88,3,29.3413173652694,3
17982,crédibilité,1.89,(créd)>able>>ité>,"(0, 1, 2)",3,3.17,4,0,313,1042.69,4,30.9904153354632,334,1491.88,3,34.1317365269461,3
17986,crédulité,0.75,(croire)>ule>>ité>,"(0, 1, 2)",9,819.419999999999,6,66.6666666666666,11,6.53,3,9.09090909090909,334,1491.88,3,55.688622754491,3
17987,crédulités,0,(croire)>ule>>ités>,"(0, 1, 2)",9,819.419999999999,6,88.8888888888888,11,6.53,3,72.7272727272727,60,83.33,4,83.3333333333333,3
17996,crémaillère,1.13,(crème)>aille>>ère>,"(0, 1, 2)",7,25.74,5,14.2857142857142,23,42.56,5,47.8260869565217,49,86.54,3,30.6122448979591,3
18084,criminalité,1.91,(crime)>el>>ité>,"(0, 1, 2)",4,161.209999999999,5,50,153,1103.39999999999,2,39.8692810457516,334,1491.88,3,33.8323353293413,3
18193,croustillant,1.04,(croûte)>iller>>ant/ent>,"(0, 1, 2)",3,7.94999999999999,6,33.3333333333333,6,3.80999999999999,5,33.3333333333333,522,3302.43999999999,7,45.2107279693486,3
18351,dangereusement,2.13,(danger)>eux>>ment>,"(0, 1, 2)",4,184.579999999999,6,50,271,1027.7,3,24.7232472324723,919,5042.80999999999,4,25.0272034820457,3
18354,dangerosité,0.01,(danger)>eux>>ité>,"(0, 1, 2)",4,184.579999999999,6,75,271,1027.7,3,88.9298892988929,334,1491.88,3,91.6167664670658,3
18865,dédicacées,0.01,(dédier)>ace>>[VB]>,"(0, 1, 2)",3,10.52,6,66.6666666666666,15,28.65,3,86.6666666666666,1600,25208.9699999999,2,86.3125,3
18952,définitivement,9.34,(définir)>if>>ment>,"(0, 1, 2)",6,31.4,7,0,168,409.409999999999,2,5.95238095238095,919,5042.80999999999,4,9.14036996735582,3
19081,déification,0,(déi)>ifier>>ion>,"(0, 1, 2)",2,0.04,3,50,27,49.0699999999999,5,81.4814814814814,766,3498.54,3,96.6057441253263,3
19135,délicieusement,0.52,(délice)>eux>>ment>,"(0, 1, 2)",3,35.91,6,66.6666666666666,271,1027.7,3,54.9815498154981,919,5042.80999999999,4,54.6245919477693,3
19765,désirables,0.21,(désir)>}>>able>,"(0, 1, 2)",5,113.8,5,80,1,0.21,0,0,313,1042.69,4,76.6773162939297,3
19991,deuxièmement,4.58,(deux)>ième>>ment>,"(0, 1, 2)",3,1070.68999999999,4,66.6666666666666,22,159.55,4,27.2727272727272,919,5042.80999999999,4,15.4515778019586,3
20179,dictionnaire,2.94,(dict)>ion>>aire>,"(0, 1, 2)",8,31.88,4,25,766,3498.54,3,32.8981723237597,179,853.76,4,34.6368715083798,3
20189,différemment,8.46,(différer)>ant/ent>>ment>,"(0, 1, 2)",11,221.36,8,18.1818181818181,522,3302.43999999999,7,12.6436781609195,919,5042.80999999999,4,9.57562568008705,3
20192,différencie,2.7,(différer)>nce>>[VB]>,"(0, 1, 2)",11,221.36,8,45.4545454545454,213,1491.29,3,35.6807511737089,1600,25208.9699999999,2,35.625,3
20560,divisionnaire,3.27,(diviser)>ion>>aire>,"(0, 1, 2)",5,25.8999999999999,7,40,766,3498.54,3,30.4177545691906,179,853.76,4,31.8435754189944,3
20715,doucereux,0.25,(doux)>eur>>eux>,"(0, 1, 2)",7,229.32,4,57.1428571428571,501,2127.06,3,70.0598802395209,271,1027.7,3,67.8966789667896,3
20727,douloureusement,1,(douleur)>eux>>ment>,"(0, 1, 2)",9,106.699999999999,7,33.3333333333333,271,1027.7,3,41.6974169741697,919,5042.80999999999,4,42.0021762785636,3
20809,duplicateur,0.03,(double)>iqu[VB]>>eur>,"(0, 1, 2)",8,72.19,6,87.5,3,1.04999999999999,6,66.6666666666666,501,2127.06,3,86.2275449101796,3
20810,duplicité,0.3,(double)>iqu[VB]>>ité>,"(0, 1, 2)",8,72.19,6,75,3,1.04999999999999,6,33.3333333333333,334,1491.88,3,73.9520958083832,3
20913,ecclésiastique,0.72,(ecclési)>aste>>ique>,"(0, 1, 2)",1,0.72,7,0,3,8.28,4,66.6666666666666,281,852.449999999999,4,55.5160142348754,3
21223,éditorial,0.5,(éditer)>eur>>al>,"(0, 1, 2)",7,18.73,6,28.5714285714285,501,2127.06,3,62.8742514970059,200,1125.04,2,61,3
21254,effectivement,13.57,(effet)>if>>ment>,"(0, 1, 2)",7,152.899999999999,5,28.5714285714285,168,409.409999999999,2,3.57142857142857,919,5042.80999999999,4,6.63764961915125,3
21266,efficacement,0.67,(effet)>ace>>ment>,"(0, 1, 2)",7,152.899999999999,5,85.7142857142857,15,28.65,3,53.3333333333333,919,5042.80999999999,4,48.6398258977149,3
21267,efficacité,3.36,(effet)>ace>>ité>,"(0, 1, 2)",7,152.899999999999,5,42.8571428571428,15,28.65,3,6.66666666666666,334,1491.88,3,20.9580838323353,3
21318,effroyablement,0.11,(effroi)>able>>ment>,"(0, 1, 2)",5,61.66,6,80,313,1042.69,4,83.0670926517571,919,5042.80999999999,4,78.4548422198041,3
21325,égalisateur,0.02,(égal)>is[VB]>>eur>,"(0, 1, 2)",9,87.66,4,88.8888888888888,126,424.71,5,71.4285714285714,501,2127.06,3,88.0239520958083,3
21399,électoral,2.55,(élire)>eur>>al>,"(0, 1, 2)",6,41.75,5,50,501,2127.06,3,27.7445109780439,200,1125.04,2,33.5,3
21401,électorat,0.24,(élire)>eur>>at>,"(0, 1, 2)",6,41.75,5,83.3333333333333,501,2127.06,3,70.6586826347305,36,166.91,2,75,3
21402,électricien,2.62,(électr)>ique>>ien>,"(0, 1, 2)",8,53.5799999999999,6,37.5,281,852.449999999999,4,25.2669039145907,66,291.01,3,30.3030303030303,3
21403,électricité,15.76,(électr)>ique>>ité>,"(0, 1, 2)",8,53.5799999999999,6,12.5,281,852.449999999999,4,2.84697508896797,334,1491.88,3,5.38922155688622,3
21699,émotionnel,4.72,(émot)>ion>>el>,"(0, 1, 2)",5,35.1,4,20,766,3498.54,3,22.4543080939947,153,1103.39999999999,2,24.8366013071895,3
22022,énergiquement,0.35,(énergie)>ique>>ment>,"(0, 1, 2)",4,46.93,7,75,281,852.449999999999,4,69.7508896797153,919,5042.80999999999,4,62.2415669205658,3
22037,enfantillage,1.47,(enfant)>iller>>age>,"(0, 1, 2)",7,776.93,6,57.1428571428571,6,3.80999999999999,5,0,201,707.48,3,35.820895522388,3
22793,épisodiquement,0.01,(épisode)>ique>>ment>,"(0, 1, 2)",3,17.34,7,33.3333333333333,281,852.449999999999,4,89.6797153024911,919,5042.80999999999,4,90.0979325353645,3
22886,équitablement,0.46,(équit)>able>>ment>,"(0, 1, 2)",2,3.76,5,50,313,1042.69,4,63.258785942492,919,5042.80999999999,4,56.8008705114254,3
23030,essentiellement,1.65,(essence)>el>>ment>,"(0, 1, 2)",4,56.82,7,50,153,1103.39999999999,2,43.1372549019607,919,5042.80999999999,4,30.3590859630032,3
23190,étonnamment,1.01,(étonner)>ant/ent>>ment>,"(0, 1, 2)",4,78.81,7,75,522,3302.43999999999,7,46.1685823754789,919,5042.80999999999,4,41.5669205658324,3
23323,évasivement,0.01,(évader)>if>>ment>,"(0, 1, 2)",4,24.97,6,75,168,409.409999999999,2,88.095238095238,919,5042.80999999999,4,90.0979325353645,3
23458,exceptionnel,16.68,(excepter)>ion>>el>,"(0, 1, 2)",4,39.71,8,0,766,3498.54,3,6.13577023498694,153,1103.39999999999,2,7.84313725490196,3
23467,excessivement,1.14,(excès)>if>>ment>,"(0, 1, 2)",4,14.59,5,50,168,409.409999999999,2,44.6428571428571,919,5042.80999999999,4,38.1936887921653,3
23495,exclusivement,2.05,(exclure)>if>>ment>,"(0, 1, 2)",6,21.1699999999999,7,66.6666666666666,168,409.409999999999,2,32.7380952380952,919,5042.80999999999,4,25.5712731229597,3
23496,exclusivité,3.06,(exclure)>if>>ité>,"(0, 1, 2)",6,21.1699999999999,7,16.6666666666666,168,409.409999999999,2,23.2142857142857,334,1491.88,3,22.754491017964,3
23552,exhaustivité,0,(exhaust)>if>>ité>,"(0, 1, 2)",2,0.29,7,50,168,409.409999999999,2,92.2619047619047,334,1491.88,3,94.6107784431137,3
23565,exhibitionniste,0.85,(exhiber)>ion>>iste>,"(0, 1, 2)",3,3.98999999999999,7,33.3333333333333,766,3498.54,3,62.7937336814621,119,322.749999999999,4,36.1344537815126,3
23604,existentielle,0.13,(exister)>ant/ent>>el>,"(0, 1, 2)",7,159.55,7,42.8571428571428,522,3302.43999999999,7,77.3946360153256,153,1103.39999999999,2,77.1241830065359,3
23636,expéditionnaire,0.17,(expédier)>ion>>aire>,"(0, 1, 2)",6,19.81,8,66.6666666666666,766,3498.54,3,85.6396866840731,179,853.76,4,81.5642458100558,3
23866,familiarisaient,0.17,(famille)>ier>>is[VB]>,"(0, 1, 2)",7,413.68,7,57.1428571428571,181,847.1,3,76.2430939226519,126,424.71,5,54.7619047619047,3
23868,familiarité,0.97,(famille)>ier>>ité>,"(0, 1, 2)",7,413.68,7,42.8571428571428,181,847.1,3,47.5138121546961,334,1491.88,3,47.3053892215568,3
23872,familièrement,0.15,(famille)>ier>>ment>,"(0, 1, 2)",7,413.68,7,71.4285714285714,181,847.1,3,81.7679558011049,919,5042.80999999999,4,73.993471164309,3
23965,favorablement,0.47,(faveur)>able>>ment>,"(0, 1, 2)",7,58.0899999999999,6,85.7142857142857,313,1042.69,4,62.6198083067092,919,5042.80999999999,4,56.474428726877,3
24060,ferraillaient,0,(fer)>aille>>[VB]>,"(0, 1, 2)",9,47.79,3,77.7777777777777,23,42.56,5,95.6521739130434,1600,25208.9699999999,2,91.125,3
24064,ferrailleur,0.51,(fer)>aille>>eur>,"(0, 1, 2)",9,47.79,3,44.4444444444444,23,42.56,5,52.1739130434782,501,2127.06,3,62.6746506986028,3
24096,feuilleta,1.88,(feuille)>et>>[VB]>,"(0, 1, 2)",11,55.45,7,27.2727272727272,75,229.51,2,24,1600,25208.9699999999,2,41.0625,3
